585,570,561,572,560,573,575,571,570,568,577,573,581,578,569,579,578,565,575,570,570,580,566,569,571,571,568,564,567,574,571,588,576,579,578,566,573,566,560,577,571,568,576,575,581,583,570,563,570,567
585,570,561,572,560,572,576,571,570,568,576,572,581,577,568,579,578,565,575,570,569,580,566,569,571,571,568,563,567,574,571,588,576,579,577,566,573,566,560,577,571,568,576,574,582,583,570,562,570,567
586,570,561,572,560,572,576,571,570,568,576,572,580,577,568,579,577,565,575,569,569,580,566,569,571,571,567,563,568,575,571,588,575,579,577,566,573,565,560,577,571,568,575,574,582,583,570,562,570,567
586,570,561,571,560,572,575,571,570,568,576,571,580,577,568,579,577,565,575,569,568,580,565,569,571,571,567,562,568,575,571,588,575,579,577,566,574,566,560,577,571,568,575,574,582,583,570,562,570,567
586,570,562,571,560,573,576,571,570,568,575,571,579,577,569,580,577,566,576,569,568,580,565,569,571,570,567,562,568,575,571,589,575,579,578,566,575,566,561,577,572,568,576,574,582,584,569,563,571,566
586,570,562,570,560,573,576,571,570,567,575,572,579,577,569,580,577,566,576,568,568,580,564,569,572,571,568,561,568,576,571,589,575,579,579,567,576,567,562,578,572,568,576,574,583,585,570,563,572,566
587,570,563,571,560,573,576,571,570,567,574,572,578,577,569,580,577,566,577,568,568,581,564,570,572,571,568,561,569,576,572,590,575,580,580,568,577,567,563,579,573,568,577,575,584,586,571,563,572,565
588,570,564,571,560,573,576,571,571,568,574,572,578,578,570,581,577,566,578,567,569,582,563,570,572,572,569,562,569,576,573,590,576,580,580,570,579,567,565,580,574,568,577,574,584,587,572,564,573,565
588,570,564,571,561,574,576,571,572,568,574,572,578,578,570,581,578,566,580,567,570,584,562,570,573,573,569,563,569,576,574,590,577,581,580,572,581,568,567,581,576,568,578,574,586,588,573,565,573,564
589,569,564,572,561,575,576,572,573,569,575,571,579,579,571,580,578,566,582,567,571,586,561,570,573,573,570,563,569,576,575,591,577,582,580,575,583,568,568,582,577,569,579,575,587,589,575,566,573,564
589,569,564,573,562,576,575,572,574,570,576,572,579,579,572,580,579,567,584,567,571,588,561,570,574,575,571,564,570,577,577,591,578,584,580,577,585,569,570,583,577,570,580,575,588,590,577,568,573,564
589,568,563,575,562,576,575,572,575,571,577,572,580,579,574,580,580,568,587,567,571,590,561,571,575,576,571,566,570,578,578,592,578,585,580,580,587,570,571,584,579,571,580,576,589,591,579,569,573,563
