263,265,256,254,253,246,251,229,240,228
263,265,256,254,253,246,250,229,240,228
263,265,256,254,253,245,250,229,240,227
263,265,255,253,252,245,250,229,239,227
263,264,255,253,252,244,249,229,239,226
263,263,254,252,251,243,249,228,238,226
262,262,252,251,251,242,248,227,237,225
261,261,251,250,249,240,247,226,237,225
260,260,248,248,247,239,246,225,235,224
259,258,245,246,246,237,245,223,234,222
258,256,242,244,245,236,244,221,232,221
255,253,238,241,243,234,242,219,231,219
253,251,235,238,241,232,240,216,229,217
251,248,231,235,240,230,239,213,227,215
249,245,227,232,238,228,237,210,224,213
247,242,223,228,236,225,234,206,222,211
244,239,219,225,234,223,232,203,220,208
242,235,215,221,232,220,230,199,217,205
239,231,210,217,230,217,228,195,215,202
237,227,207,213,228,214,225,191,213,199
234,223,203,209,226,211,223,187,210,196
231,218,199,206,224,209,220,183,208,192
227,213,195,202,222,206,218,178,204,189
224,207,192,198,219,203,215,174,201,186
220,201,188,194,217,200,213,169,198,182
216,195,185,189,215,197,210,165,195,179
212,189,181,185,212,193,207,160,192,175
207,183,177,181,210,190,204,156,189,171
202,177,173,177,207,187,201,151,186,168
196,171,170,173,204,183,198,147,182,163
191,165,167,169,202,180,195,143,179,159
185,159,163,165,199,176,192,139,176,155
179,153,159,161,196,172,188,135,172,151
174,146,157,157,194,169,185,131,169,147
169,141,154,153,191,165,181,127,166,142
163,135,151,150,189,162,178,123,162,138
159,130,148,146,186,158,175,119,159,134
154,125,145,143,183,154,171,115,155,130
149,120,143,140,180,150,169,112,150,127
143,116,140,137,177,146,165,109,146,124
