128,137,124,145,120,121,136,136,102,133
128,137,124,145,120,121,136,136,102,132
128,137,124,145,120,120,136,136,102,133
129,137,124,145,120,121,136,136,102,132
129,137,124,145,120,121,136,136,102,132
129,137,125,145,120,121,137,136,102,132
129,137,125,145,119,121,136,136,102,133
129,137,125,145,119,121,137,136,102,132
129,137,125,145,118,122,136,135,101,132
130,137,126,144,118,121,137,136,101,132
129,137,126,144,118,120,136,135,101,132
130,137,126,144,117,120,136,134,101,132
130,137,126,143,117,120,136,133,101,132
130,136,126,142,116,119,135,132,100,132
130,136,126,142,116,119,134,132,100,132
130,136,125,141,116,118,134,131,100,132
130,136,125,140,115,117,133,131,100,132
130,136,125,139,115,116,132,130,100,132
129,136,124,139,115,116,132,130,100,133
129,136,124,139,115,115,131,129,100,132
129,135,124,138,115,115,130,129,100,132
129,135,124,138,114,114,130,128,100,132
129,134,123,137,114,114,129,127,100,132
129,133,123,137,113,114,129,127,100,132
128,132,123,137,113,113,128,126,100,132
128,132,123,137,113,113,128,126,100,132
129,132,123,137,113,113,128,125,99,132
129,132,122,137,113,112,128,125,99,131
129,131,122,137,113,112,128,124,99,131
130,131,123,136,114,112,127,125,99,130
130,131,123,136,114,112,127,124,99,130
130,131,124,136,114,111,127,124,99,130
131,131,124,136,114,111,127,124,99,130
130,132,127,137,114,111,128,124,99,131
131,133,127,137,114,111,128,124,99,131
130,134,129,138,114,111,128,125,99,133
131,135,130,138,113,111,128,126,99,133
132,137,129,140,113,111,128,128,99,135
133,139,130,142,113,111,128,129,99,137
135,139,130,146,113,111,128,129,99,136
