249,251,257,257,244,251,231,254,235,233
249,251,257,258,245,252,232,254,235,233
249,251,257,257,245,252,233,254,235,233
248,251,257,257,245,252,235,253,235,233
248,251,257,257,245,251,236,252,233,232
247,250,257,256,245,250,236,251,231,232
246,250,255,254,244,248,234,249,227,231
244,248,254,253,244,245,231,247,224,230
242,247,252,252,243,243,227,245,221,228
239,245,249,250,242,240,223,242,217,226
236,243,246,247,240,237,218,240,213,223
232,240,243,244,238,234,213,237,208,219
229,237,240,240,235,230,207,233,203,215
225,234,237,236,232,226,202,229,198,210
221,232,233,233,229,221,196,224,192,206
218,229,229,229,225,217,190,220,186,201
214,226,225,224,221,212,184,214,180,197
210,223,221,220,218,208,178,209,173,192
206,219,216,215,214,203,171,204,166,187
201,215,212,210,210,199,165,198,160,183
197,210,208,205,207,195,160,192,153,177
193,206,205,200,203,190,154,185,146,172
189,201,201,195,199,186,148,178,139,167
184,195,197,190,196,183,141,169,132,161
179,191,192,185,192,178,134,160,126,156
174,186,188,180,188,174,128,152,119,150
169,180,184,175,185,170,122,143,112,144
164,175,179,170,181,165,116,133,106,138
158,170,175,164,178,160,110,124,100,132
153,165,170,159,174,156,104,115,94,126
147,159,166,153,171,150,98,106,89,119
142,154,161,147,168,145,92,98,84,112
136,150,156,141,164,139,87,91,79,104
131,145,151,135,161,133,81,84,75,96
125,140,147,129,157,128,76,78,72,89
120,135,143,124,154,121,72,72,68,82
114,130,138,118,150,115,67,66,65,75
109,125,133,113,146,109,64,60,62,68
104,120,128,108,141,103,61,55,59,62
100,114,123,104,136,97,58,53,56,59
