110,89,136,87,70,110,85,125,92,127
110,89,136,88,69,111,86,125,93,127
109,89,137,89,69,111,85,125,94,126
109,88,137,90,70,111,85,125,96,126
109,88,138,90,70,111,86,126,98,126
109,88,138,90,70,110,87,126,98,126
108,88,138,90,70,110,87,127,99,125
108,88,138,90,70,110,88,127,99,124
107,87,139,89,71,110,88,127,99,124
107,87,138,89,71,111,88,127,98,123
107,88,139,89,71,112,88,127,98,122
107,87,139,89,71,112,87,127,97,122
107,88,139,89,71,112,87,127,97,122
107,88,139,89,70,112,87,127,97,122
107,88,138,89,70,112,86,127,96,122
106,88,138,89,71,112,86,127,96,122
106,87,138,89,71,112,86,128,96,122
105,87,138,89,71,112,86,128,96,122
105,87,138,89,71,112,86,128,95,121
105,87,138,89,72,112,86,128,95,121
104,87,138,90,72,112,86,129,95,120
104,88,138,90,73,112,85,129,95,119
104,88,138,89,73,113,85,129,95,119
104,89,138,89,74,113,85,129,96,119
105,89,139,89,74,112,85,128,96,118
105,89,139,89,74,112,85,129,97,118
106,90,139,88,74,112,84,130,98,118
107,90,139,88,74,112,82,130,100,118
107,91,139,88,74,111,80,130,102,118
108,91,139,88,74,112,79,131,104,119
109,91,139,88,74,111,80,132,105,119
109,91,139,89,74,111,81,132,106,119
110,90,140,90,74,111,81,133,105,119
111,90,141,91,74,112,81,134,104,119
112,90,142,92,73,113,80,133,102,120
112,90,143,93,73,113,81,132,100,120
112,91,143,95,73,114,80,130,98,119
112,91,144,96,73,114,80,129,94,118
112,91,145,99,73,115,76,129,91,119
112,92,146,100,74,116,75,129,89,119
