173,200,224,141,155
172,200,223,141,155
172,200,223,141,155
172,200,223,141,155
173,200,224,141,155
173,200,223,142,155
173,201,224,142,155
173,201,223,142,155
173,201,223,142,155
173,201,223,142,155
173,201,223,142,155
173,201,223,142,155
173,201,223,142,155
173,201,222,143,155
173,201,222,143,155
172,200,222,144,154
172,200,221,144,155
172,200,221,145,155
172,199,221,146,155
172,199,221,146,155
172,199,221,147,155
172,198,221,148,155
172,198,220,148,155
172,198,220,149,155
173,198,220,150,155
173,198,220,150,155
174,198,220,151,155
174,199,220,151,155
175,200,220,151,155
175,200,220,152,154
175,201,221,152,154
175,202,221,152,153
174,202,220,152,153
174,203,220,152,152
174,203,220,152,151
174,203,219,152,151
173,204,219,152,151
173,204,219,152,150
173,204,219,151,149
173,204,218,151,149
