173,200,224,141,155,122,165,196,189,207,177,138,141,175,120,164,220,203,189,105
172,200,223,141,155,122,165,196,189,208,177,138,141,175,120,164,220,203,189,105
172,200,223,141,155,123,165,196,189,207,177,139,142,175,120,164,220,203,189,105
172,200,223,141,155,123,165,197,189,208,177,139,142,174,120,164,220,203,189,105
173,200,224,141,155,124,165,197,189,208,177,139,142,175,120,164,221,203,190,105
173,200,223,142,155,125,165,198,189,208,177,139,143,175,120,164,220,203,190,105
173,201,224,142,155,125,165,198,189,208,177,139,143,175,120,165,220,203,190,105
173,201,223,142,155,125,165,198,189,208,177,139,143,175,120,165,220,203,190,106
173,201,223,142,155,125,166,198,189,208,177,139,143,175,120,165,220,203,190,106
173,201,223,142,155,126,166,198,189,209,177,139,144,175,121,165,220,203,190,107
173,201,223,142,155,126,166,198,189,208,177,139,145,175,121,165,220,203,190,107
173,201,223,142,155,126,166,198,189,208,177,139,146,175,121,166,220,203,189,107
173,201,223,142,155,127,167,197,189,208,177,140,147,176,122,166,220,203,189,108
173,201,222,143,155,127,167,197,189,208,177,140,147,176,122,166,220,203,189,109
173,201,222,143,155,128,167,198,189,208,176,140,148,176,122,165,219,202,189,110
172,200,222,144,154,128,167,198,189,208,177,140,149,176,123,165,219,202,189,111
172,200,221,144,155,129,168,197,189,208,177,141,150,176,123,165,219,201,189,112
172,200,221,145,155,129,168,197,188,208,177,142,151,176,124,165,219,201,189,114
172,199,221,146,155,130,168,196,188,207,177,142,151,176,124,165,218,201,189,113
172,199,221,146,155,130,168,196,188,207,177,142,152,177,125,165,218,200,189,114
172,199,221,147,155,130,168,196,187,208,177,142,152,176,126,165,218,200,189,114
172,198,221,148,155,131,168,196,187,207,177,143,152,176,127,165,217,200,189,114
172,198,220,148,155,131,168,197,187,207,177,143,152,176,128,165,217,200,189,115
172,198,220,149,155,131,168,197,187,207,178,143,152,176,129,166,217,200,189,115
173,198,220,150,155,131,167,197,187,208,178,143,152,176,129,166,217,200,189,115
173,198,220,150,155,131,167,198,187,207,178,143,151,175,129,166,217,200,189,114
174,198,220,151,155,131,167,199,187,208,178,143,151,175,129,166,216,200,190,114
174,199,220,151,155,131,167,199,187,207,178,143,150,175,129,166,216,200,190,114
175,200,220,151,155,130,166,199,187,207,178,143,149,174,129,166,215,200,190,113
175,200,220,152,154,130,166,199,187,207,179,143,149,174,129,166,215,199,189,113
175,201,221,152,154,129,166,198,187,207,179,144,148,173,129,166,214,199,189,113
175,202,221,152,153,128,167,198,187,207,179,145,148,173,128,165,214,199,189,113
174,202,220,152,153,127,166,197,187,206,179,146,147,173,128,165,213,198,189,113
174,203,220,152,152,126,166,197,187,206,179,145,147,172,128,165,212,197,189,113
174,203,220,152,151,125,166,198,187,206,179,145,147,172,128,165,211,197,188,114
174,203,219,152,151,124,166,197,187,206,179,143,147,172,128,165,211,196,188,115
173,204,219,152,151,124,166,196,187,206,178,142,147,172,127,165,210,194,187,117
173,204,219,152,150,124,165,195,187,206,178,139,147,172,126,164,210,193,186,119
173,204,219,151,149,124,164,195,187,206,178,138,147,172,126,165,208,193,185,121
173,204,218,151,149,124,164,195,187,206,178,140,147,172,125,164,209,192,182,122
