226,189,198,223,219,181,164,207,220,203
226,189,198,223,219,180,164,207,219,203
225,189,198,222,219,180,164,207,218,203
224,189,197,222,218,180,164,207,218,203
223,189,197,221,217,179,163,206,217,202
222,188,196,220,216,179,163,205,215,201
221,187,194,219,215,178,162,204,214,201
219,185,193,217,214,176,161,202,212,199
217,184,191,215,212,174,159,200,209,198
214,182,189,213,210,173,157,198,206,196
211,180,186,210,208,170,155,195,202,193
208,177,183,207,205,168,152,191,198,190
205,174,180,203,201,165,149,188,194,188
202,171,177,200,198,163,146,183,190,185
198,168,173,196,194,161,142,179,185,181
195,165,169,192,189,158,139,174,180,178
191,161,165,187,185,156,135,170,174,175
187,158,161,183,181,153,131,165,170,172
182,155,157,179,178,150,127,161,165,168
178,150,152,174,174,147,122,156,160,165
173,147,148,170,171,143,118,151,156,161
169,144,144,165,168,140,115,146,153,158
165,140,140,160,164,136,112,142,150,155
162,136,137,156,161,133,110,138,147,152
158,133,134,152,158,130,108,134,145,149
155,129,131,147,155,127,106,131,143,145
153,125,130,144,153,125,104,128,141,142
150,121,128,141,151,122,103,126,140,139
147,117,126,138,149,120,102,125,139,136
145,115,125,135,148,118,101,124,138,133
143,114,124,133,147,117,101,124,137,131
141,116,123,132,146,115,101,124,137,130
140,117,123,131,145,114,101,125,138,129
139,116,122,130,145,113,100,126,138,129
138,115,121,130,145,112,100,127,139,129
138,115,120,130,145,112,99,128,139,130
139,114,121,130,145,113,99,130,140,130
139,115,121,131,145,113,100,131,142,130
140,116,122,132,145,114,101,132,143,130
140,117,122,133,146,115,103,134,145,131
141,118,123,134,146,116,104,137,147,132
142,119,124,135,147,117,106,138,149,134
143,119,126,136,149,118,108,140,150,135
145,119,127,138,150,120,111,142,152,136
147,121,129,139,151,121,113,144,153,138
149,121,130,141,152,123,115,146,154,139
151,123,132,143,153,125,117,148,155,140
152,124,134,145,155,127,119,149,156,142
153,126,136,147,156,129,122,150,157,143
154,127,138,149,157,131,124,151,158,145
156,129,140,151,159,133,126,153,160,146
158,131,143,152,161,135,129,154,161,148
161,134,145,154,162,138,132,156,163,150
163,137,148,155,164,140,135,158,166,151
165,140,151,157,166,144,138,160,169,153
168,144,155,159,167,147,142,163,172,156
171,148,158,161,170,152,146,165,175,158
175,153,162,163,172,156,149,168,178,161
179,157,166,166,174,160,153,171,181,165
184,162,169,169,176,164,156,174,185,168
188,167,173,172,179,168,160,176,189,171
192,172,177,176,182,172,164,178,192,175
196,177,180,179,185,176,166,180,194,178
199,181,183,182,188,179,168,181,195,181
202,184,186,185,191,181,168,181,195,184
204,187,188,187,193,184,168,182,196,186
205,190,188,189,195,185,170,182,195,189
206,191,187,191,197,187,171,182,195,191
206,192,188,193,198,188,173,182,194,193
206,194,188,195,198,188,172,182,193,194
