562,574,573,569,574,573,579,568,582,582
562,574,573,569,574,573,579,568,582,582
562,574,573,570,573,573,579,567,582,582
563,574,573,570,573,573,580,568,582,582
563,574,573,570,573,573,580,568,582,582
563,574,573,570,572,574,580,568,582,582
564,575,573,570,572,575,580,569,581,582
564,577,574,571,572,577,580,569,581,582
565,578,575,571,573,578,581,569,581,582
566,580,576,571,573,579,582,569,581,582
567,582,577,571,573,581,583,569,581,582
567,584,578,572,574,582,583,569,582,583
568,586,579,572,575,582,583,569,582,583
569,588,580,573,575,582,583,568,582,583
570,589,580,573,576,582,583,568,583,584
571,590,581,573,577,582,583,567,584,585
571,591,582,573,578,581,584,566,585,586
571,591,582,574,579,581,584,566,586,587
571,592,583,574,579,581,585,566,587,588
572,592,583,574,579,582,586,566,587,588
572,593,584,574,580,582,586,567,588,589
572,592,585,574,580,582,587,568,588,590
573,593,586,575,581,583,588,569,588,590
573,593,586,576,581,584,589,571,588,591
574,593,587,577,582,585,590,573,589,591
574,593,588,578,582,586,591,574,589,592
575,593,589,580,582,587,592,576,589,592
576,593,589,581,582,588,594,576,588,592
576,592,590,582,582,589,594,576,587,593
576,593,591,583,581,589,595,575,586,593
576,593,592,584,580,590,595,574,585,593
575,594,592,584,579,590,594,572,583,594
574,594,591,584,576,589,593,570,580,594
572,592,590,583,574,589,591,568,577,593
569,590,588,582,571,588,589,566,573,592
566,587,586,579,567,586,586,563,569,591
562,584,582,577,563,583,581,559,565,589
558,579,577,573,559,580,575,555,561,587
554,573,572,570,554,576,570,550,556,584
550,568,567,566,550,572,564,546,553,580
544,563,561,561,544,568,558,543,549,576
541,558,556,556,540,563,552,537,546,572
536,553,552,550,536,559,548,533,544,568
532,547,548,546,532,555,545,531,543,564
529,543,545,541,527,551,543,531,543,561
526,540,543,537,525,549,543,531,544,558
526,539,542,534,523,546,542,531,545,555
525,538,542,531,524,545,543,531,548,554
525,539,541,528,525,544,544,532,550,552
526,539,541,527,526,543,546,534,552,551
525,541,542,527,528,542,549,536,556,549
527,543,544,528,531,543,552,538,559,549
530,546,546,530,535,546,556,541,563,550
532,550,548,532,538,548,560,545,566,551
534,553,552,534,541,551,564,548,569,552
539,557,555,537,545,554,568,552,573,554
543,560,559,540,549,558,572,555,577,556
546,564,563,543,554,561,577,559,581,559
550,568,566,547,559,564,581,562,585,562
555,571,571,550,564,568,585,566,588,565
560,575,575,554,568,571,589,568,591,568
565,579,580,558,573,575,591,571,594,571
571,583,584,562,577,579,593,574,593,575
575,586,587,566,582,583,594,575,594,579
580,588,589,570,585,587,594,577,595,582
583,590,591,573,588,589,594,578,596,586
585,592,591,577,590,590,594,578,595,588
587,593,591,580,592,591,594,579,597,590
588,593,591,584,592,591,594,579,597,591
588,594,591,586,593,591,595,579,598,592
