226,189,198,223,219
226,189,198,223,219
225,189,198,222,219
224,189,197,222,218
223,189,197,221,217
222,188,196,220,216
221,187,194,219,215
219,185,193,217,214
217,184,191,215,212
214,182,189,213,210
211,180,186,210,208
208,177,183,207,205
205,174,180,203,201
202,171,177,200,198
198,168,173,196,194
195,165,169,192,189
191,161,165,187,185
187,158,161,183,181
182,155,157,179,178
178,150,152,174,174
173,147,148,170,171
169,144,144,165,168
165,140,140,160,164
162,136,137,156,161
158,133,134,152,158
155,129,131,147,155
153,125,130,144,153
150,121,128,141,151
147,117,126,138,149
145,115,125,135,148
143,114,124,133,147
141,116,123,132,146
140,117,123,131,145
139,116,122,130,145
138,115,121,130,145
138,115,120,130,145
139,114,121,130,145
139,115,121,131,145
140,116,122,132,145
140,117,122,133,146
141,118,123,134,146
142,119,124,135,147
143,119,126,136,149
145,119,127,138,150
147,121,129,139,151
149,121,130,141,152
151,123,132,143,153
152,124,134,145,155
153,126,136,147,156
154,127,138,149,157
156,129,140,151,159
158,131,143,152,161
161,134,145,154,162
163,137,148,155,164
165,140,151,157,166
168,144,155,159,167
171,148,158,161,170
175,153,162,163,172
179,157,166,166,174
184,162,169,169,176
188,167,173,172,179
192,172,177,176,182
196,177,180,179,185
199,181,183,182,188
202,184,186,185,191
204,187,188,187,193
205,190,188,189,195
206,191,187,191,197
206,192,188,193,198
206,194,188,195,198
