562,574,573,569,574
562,574,573,569,574
562,574,573,570,573
563,574,573,570,573
563,574,573,570,573
563,574,573,570,572
564,575,573,570,572
564,577,574,571,572
565,578,575,571,573
566,580,576,571,573
567,582,577,571,573
567,584,578,572,574
568,586,579,572,575
569,588,580,573,575
570,589,580,573,576
571,590,581,573,577
571,591,582,573,578
571,591,582,574,579
571,592,583,574,579
572,592,583,574,579
572,593,584,574,580
572,592,585,574,580
573,593,586,575,581
573,593,586,576,581
574,593,587,577,582
574,593,588,578,582
575,593,589,580,582
576,593,589,581,582
576,592,590,582,582
576,593,591,583,581
576,593,592,584,580
575,594,592,584,579
574,594,591,584,576
572,592,590,583,574
569,590,588,582,571
566,587,586,579,567
562,584,582,577,563
558,579,577,573,559
554,573,572,570,554
550,568,567,566,550
544,563,561,561,544
541,558,556,556,540
536,553,552,550,536
532,547,548,546,532
529,543,545,541,527
526,540,543,537,525
526,539,542,534,523
525,538,542,531,524
525,539,541,528,525
526,539,541,527,526
525,541,542,527,528
527,543,544,528,531
530,546,546,530,535
532,550,548,532,538
534,553,552,534,541
539,557,555,537,545
543,560,559,540,549
546,564,563,543,554
550,568,566,547,559
555,571,571,550,564
560,575,575,554,568
565,579,580,558,573
571,583,584,562,577
575,586,587,566,582
580,588,589,570,585
583,590,591,573,588
585,592,591,577,590
587,593,591,580,592
588,593,591,584,592
588,594,591,586,593
