228,216,228,227,220
228,216,228,227,220
228,215,228,227,220
228,215,228,227,219
227,214,228,226,219
227,213,227,226,218
226,212,227,225,216
225,210,226,224,214
223,208,225,222,211
221,205,224,220,208
217,202,222,217,203
214,199,220,213,199
210,195,217,210,194
206,191,214,205,189
201,187,210,201,184
196,182,206,196,179
191,178,202,191,173
187,173,197,186,168
181,169,192,181,162
176,164,187,176,157
171,159,182,170,151
166,154,177,164,146
161,150,173,159,141
157,146,168,153,137
152,142,163,148,133
148,139,158,144,130
144,137,154,140,127
140,134,150,137,125
137,133,146,134,123
134,131,143,131,122
132,130,141,128,121
131,130,138,125,121
130,129,137,123,121
129,128,136,122,122
129,127,134,121,123
130,126,134,120,124
130,126,134,121,125
132,125,134,121,126
133,127,134,121,127
135,127,134,122,128
137,127,135,122,130
139,129,136,123,132
140,130,137,125,133
141,131,138,125,134
143,132,139,126,135
145,135,140,127,137
147,136,141,129,139
149,140,142,130,141
150,142,144,133,142
154,144,146,134,145
157,149,147,136,149
161,151,149,138,153
165,155,150,141,158
169,158,152,144,164
173,162,154,147,170
178,166,157,150,176
184,170,160,154,180
188,173,164,159,185
192,176,168,165,189
194,178,172,171,193
195,181,176,176,196
196,183,180,181,198
196,185,184,186,200
196,186,187,190,201
196,187,190,194,202
196,188,192,197,202
196,189,194,200,203
196,189,196,201,202
196,190,198,201,202
196,190,199,199,202
