78,84,102,96,80
78,84,102,97,80
78,84,102,96,79
79,84,102,96,79
79,84,102,96,79
79,84,102,95,79
79,84,102,95,79
79,84,102,95,79
78,84,102,95,80
78,84,102,95,80
78,83,101,96,81
78,83,101,95,81
78,83,101,97,81
78,83,101,97,82
79,82,101,99,83
79,82,101,100,84
79,82,101,102,87
80,83,101,104,89
81,83,101,105,93
83,83,102,106,96
84,83,103,108,99
86,84,104,109,101
87,84,106,109,100
88,84,108,110,100
88,85,110,109,100
88,86,111,107,97
87,87,111,106,96
87,87,111,104,91
87,88,111,102,88
86,89,110,101,85
86,90,107,99,81
85,90,106,98,80
85,91,107,97,80
84,91,105,96,80
83,90,105,95,80
82,89,105,95,79
81,88,105,94,79
81,87,105,95,79
81,86,105,96,79
81,86,105,97,80
82,86,106,97,81
83,86,108,99,82
83,87,108,100,83
84,88,109,101,85
85,88,110,103,86
85,89,111,104,87
86,90,112,105,87
86,90,113,106,87
85,90,113,106,87
84,90,113,105,86
84,90,111,104,85
83,89,111,102,85
82,88,109,101,83
81,88,107,99,82
80,86,106,98,81
79,86,105,96,80
78,85,104,96,79
78,84,104,95,79
79,84,103,95,79
79,84,104,96,78
80,84,105,97,78
80,84,106,98,80
80,84,107,100,84
81,85,107,101,87
82,86,107,102,90
84,86,109,103,92
86,88,111,105,95
88,89,112,106,96
90,90,114,106,96
91,91,115,106,96
90,91,114,104,94
89,91,113,103,92
88,91,111,101,89
86,90,110,99,87
84,89,107,97,85
82,88,106,95,82
81,86,106,94,81
81,85,106,93,79
83,84,106,93,78
82,83,105,94,76
82,82,105,94,75
81,82,105,96,75
81,83,106,97,75
83,83,108,98,75
83,84,109,99,76
83,85,111,101,77
85,85,112,102,78
86,86,114,103,79
87,86,115,103,80
88,86,116,104,81
