593,572,580,581,567
593,572,579,581,567
593,572,582,581,567
593,572,580,581,566
593,572,578,581,566
594,572,581,580,565
594,572,577,579,564
594,571,577,579,563
594,571,575,577,562
594,569,574,575,561
594,568,574,573,559
594,566,570,571,557
563,563,568,570,556
563,561,566,568,553
563,558,564,565,551
563,556,561,563,548
563,554,558,560,546
563,552,556,558,545
562,551,554,555,543
562,549,550,552,542
561,547,548,549,540
560,546,546,546,546
559,544,547,544,545
558,543,545,548,534
556,542,543,545,542
554,541,540,544,540
551,539,538,541,538
549,538,536,540,536
547,537,534,538,535
544,536,531,537,533
542,536,529,535,532
539,535,528,534,531
537,534,526,532,529
535,533,525,531,528
533,533,523,529,527
530,530,522,529,525
527,530,521,527,525
525,527,520,527,525
523,528,519,526,523
522,527,518,525,523
