66,68,64,55,59,62,61,58,60,68
66,68,64,55,59,62,61,58,60,69
66,68,66,55,59,62,61,58,60,69
66,68,65,55,60,62,61,58,60,71
66,68,65,55,60,63,62,58,60,70
67,69,67,55,61,64,63,58,61,71
67,70,66,56,62,65,64,59,62,71
68,71,67,58,63,66,66,60,64,72
69,73,68,59,65,68,68,61,65,72
70,75,69,61,67,69,70,63,67,73
70,78,72,63,69,72,73,65,70,75
70,81,74,64,72,74,77,68,73,76
71,84,76,67,75,77,80,70,76,78
71,87,78,69,77,80,84,72,79,80
71,89,81,72,80,84,87,75,82,82
71,92,84,75,82,87,92,78,85,86
72,95,88,78,85,90,96,80,88,88
72,97,91,82,87,94,100,83,91,92
73,100,95,85,90,97,105,86,94,95
74,102,97,88,93,100,108,88,97,98
76,104,100,91,96,103,112,91,100,100
78,106,104,94,104,106,122,94,103,103
80,108,110,98,107,108,126,97,105,106
82,110,113,105,105,115,129,101,112,107
86,112,116,107,114,119,132,104,115,110
89,115,118,111,116,122,134,111,118,111
92,117,121,113,120,125,137,114,120,113
96,119,124,115,123,128,139,117,123,118
100,121,127,118,126,131,141,120,126,119
104,123,130,121,129,133,143,123,129,121
108,127,132,123,132,136,145,126,132,124
111,130,135,125,135,138,147,129,135,126
115,133,137,127,138,141,148,131,137,130
119,136,139,129,141,143,149,134,140,132
123,140,140,130,144,145,152,136,143,135
126,142,142,133,146,147,153,139,146,138
130,145,144,134,149,149,155,142,148,141
133,147,145,136,153,151,157,143,151,145
136,152,147,137,155,153,159,146,154,148
139,154,149,139,158,156,160,147,157,150
