576,577,578,576,583,580,588,563,560,579,576,574,579,580,567,578,581,577,579,573,568,573,568,577,563,571,567,565,571,565
576,577,578,577,583,580,587,563,560,579,576,574,579,580,567,578,581,578,579,573,568,573,567,577,563,571,567,565,571,565
576,577,578,577,583,580,587,563,560,580,576,574,579,580,567,578,581,578,579,572,569,574,567,577,563,571,567,565,571,565
576,577,578,577,583,580,587,563,560,580,577,574,579,580,567,578,581,578,579,572,569,573,567,577,564,571,568,565,571,565
576,577,578,577,583,580,587,563,561,580,577,575,580,580,567,579,581,578,579,572,570,574,567,577,564,571,568,565,571,565
576,578,579,578,583,580,587,563,561,580,577,575,579,579,567,579,581,578,579,572,570,574,567,577,564,572,568,566,571,565
577,578,579,579,583,580,587,563,561,580,577,575,580,579,567,579,581,578,579,572,570,574,566,577,564,571,568,566,571,565
577,579,579,580,583,581,587,563,562,580,576,576,580,579,567,579,581,578,580,572,570,574,566,576,565,571,568,565,571,565
578,579,580,580,584,581,587,563,562,580,576,576,580,578,568,579,581,579,579,571,570,574,565,576,565,571,568,566,571,565
579,580,580,581,584,581,586,563,563,579,576,576,580,578,568,579,581,579,579,571,570,574,565,576,565,570,568,566,571,565
579,580,581,582,584,582,586,563,563,579,576,575,580,578,568,579,581,579,579,570,569,574,565,575,566,569,567,566,572,564
580,580,581,583,585,582,585,563,564,578,575,575,580,578,568,579,581,580,579,570,569,574,564,575,566,569,566,566,572,565
580,579,581,583,585,582,585,564,564,578,575,575,580,578,568,578,581,580,578,570,569,573,564,575,567,569,565,566,572,564
580,579,581,584,585,582,585,564,565,577,575,574,580,578,568,578,581,581,578,569,569,573,564,575,567,568,565,566,572,565
581,578,581,585,585,582,584,565,565,577,575,573,580,578,568,578,581,582,578,569,568,573,564,575,568,567,564,566,573,565
581,578,581,585,584,581,584,566,566,578,575,573,579,578,568,579,582,583,578,569,568,573,563,575,568,567,564,566,573,564
582,578,581,585,583,581,584,567,567,578,575,573,579,578,568,579,582,584,578,569,568,573,562,575,569,567,564,565,574,564
582,578,581,586,583,580,584,568,569,578,576,573,580,579,568,579,581,585,579,569,568,573,561,576,569,566,563,565,574,563
582,578,581,586,583,580,584,569,570,579,576,574,580,579,569,580,581,585,579,569,568,573,561,576,570,567,563,565,574,563
582,579,581,586,582,580,584,570,572,580,577,574,581,580,569,580,581,586,580,570,568,574,561,577,570,567,562,565,575,563
582,579,580,586,582,580,584,571,574,581,578,575,582,580,569,580,582,586,580,570,568,574,560,578,570,567,560,565,576,563
581,579,580,586,581,579,584,571,575,581,579,576,583,581,570,580,582,587,581,571,568,575,560,578,571,567,559,565,576,564
581,579,579,586,581,579,584,572,577,581,580,577,584,581,570,580,582,588,581,572,568,575,559,579,572,567,558,565,577,564
581,579,579,587,580,579,584,572,579,582,581,578,585,581,570,580,582,589,582,573,568,576,559,580,572,567,558,566,577,565
581,579,579,586,580,579,584,573,580,583,582,579,585,581,570,580,583,589,583,573,569,577,558,580,572,567,559,566,577,566
581,579,578,586,581,579,584,573,580,583,583,580,585,581,571,580,584,590,584,574,569,577,558,581,573,567,560,566,577,567
582,579,578,586,581,580,584,575,581,584,584,581,585,581,572,581,584,591,585,575,570,578,558,582,573,568,561,566,578,568
583,579,578,586,581,580,584,576,582,584,585,582,586,581,572,581,585,591,586,576,570,579,558,583,574,568,561,567,579,569
583,579,578,586,582,581,584,577,582,584,586,584,586,581,572,582,586,591,587,577,571,580,558,584,574,569,562,568,579,570
584,580,578,587,582,581,584,579,584,585,587,585,587,581,573,582,587,591,589,578,572,581,559,585,576,569,563,569,580,572
585,580,578,587,583,581,584,580,585,586,587,586,587,582,573,583,588,590,590,579,573,582,560,585,577,569,564,569,580,574
586,581,578,587,584,581,584,581,586,586,587,587,588,582,574,583,589,590,590,580,574,583,560,586,578,570,565,571,581,576
587,581,577,587,584,582,584,582,588,587,587,588,588,583,575,584,590,591,591,581,575,584,562,586,579,570,565,572,582,578
588,582,577,588,585,582,585,582,589,588,587,589,589,583,575,585,591,591,591,582,577,584,563,587,580,571,567,574,583,579
588,582,576,588,585,582,585,583,591,589,588,590,589,584,576,586,590,592,592,583,578,585,564,588,580,572,568,575,583,581
589,583,576,588,585,582,585,583,593,589,588,591,589,584,576,586,591,592,593,584,580,586,565,589,582,573,569,577,584,583
589,584,576,588,585,583,586,583,595,590,589,593,590,584,577,587,592,593,594,585,581,587,566,589,583,574,570,578,583,584
590,584,576,589,585,583,586,583,596,590,589,594,591,585,578,587,593,594,595,587,583,588,567,590,584,575,571,580,583,585
591,586,577,589,585,584,587,584,597,590,590,596,591,586,578,588,595,595,596,588,584,589,568,591,585,576,573,582,584,586
591,587,577,589,586,585,587,584,599,591,591,597,592,586,579,589,595,596,597,589,585,590,569,593,586,577,575,583,584,586
